frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_window_events,n_recent_events,same_hand_run,unique_hands,alternation_score,catch_rate_hz
313,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
314,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
315,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
316,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
317,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
318,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
319,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
320,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
321,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
322,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
323,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
324,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
325,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
326,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,1.4
327,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,2,0.333,2.14
328,3,0,0,3,0.628,MIXED_3+,0.628,4,4,2,2,0.333,2.14
329,4,0,0,4,0.64,MIXED_3+,0.64,4,4,2,2,0.333,2.14
330,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,2,0.333,2.14
331,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,2,0.333,2.14
332,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,2,0.333,2.14
333,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,2,0.333,2.14
334,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,2,0.333,2.14
335,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,2,0.333,2.14
336,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,2,0.333,2.14
337,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,2,0.333,2.14
338,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,2,0.333,2.14
339,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,1,0.0,2.14
340,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,1,0.0,2.14
341,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,1,0.0,2.14
342,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,1,0.0,2.14
343,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,1,0.0,2.14
344,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,1,0.0,2.14
345,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
346,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
347,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
348,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
349,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
350,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
351,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,1,0.0,2.14
352,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,1,0.0,2.14
353,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,1,0.0,2.14
354,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,1,0.0,2.14
355,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,1,0.0,2.14
356,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,1,0.0,2.14
357,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,1,0.0,2.14
358,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
359,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
360,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
361,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
362,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
363,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
364,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
365,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
366,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
367,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
368,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
369,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,1,0.0,2.14
370,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,1,0.0,2.14
371,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,1,0.0,2.14
372,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,1,0.0,2.14
373,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,1,0.0,2.14
374,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,1,0.0,2.14
375,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,2,0.333,1.25
376,4,0,0,4,0.654,MIXED_3+,0.654,4,2,2,2,0.333,1.25
377,4,0,0,4,0.654,MIXED_3+,0.654,4,2,2,2,0.333,1.25
378,4,0,0,4,0.654,MIXED_3+,0.654,4,2,2,2,0.333,1.25
379,4,0,0,4,0.654,MIXED_3+,0.654,4,2,2,2,0.333,1.25
380,4,0,0,4,0.654,MIXED_3+,0.654,4,2,2,2,0.333,1.25
381,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
382,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
383,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
384,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
385,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
386,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
387,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
388,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
389,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
390,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
391,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
392,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
393,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
394,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
395,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
396,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
397,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
398,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
399,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
400,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
401,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
402,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
403,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
404,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
405,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.25
406,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
407,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
408,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
409,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
410,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.25
411,5,0,0,5,0.646,CASCADE_3+,0.646,4,3,1,2,0.667,1.67
412,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,2,0.667,1.67
413,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,2,0.667,1.67
414,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,2,0.667,1.67
415,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,2,0.667,1.67
416,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,2,0.667,1.67
417,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,2,0.667,1.67
418,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,2,0.667,1.67
419,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,2,0.667,1.67
420,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,2,0.333,1.67
421,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,2,0.333,1.67
422,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,2,0.333,1.67
423,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,2,0.333,1.67
424,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,2,0.333,1.67
425,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,2,0.333,1.67
426,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,2,0.333,1.67
427,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
428,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
429,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
430,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
431,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
432,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
433,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
434,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
435,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
436,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
437,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
438,4,0,0,4,0.661,MIXED_3+,0.661,4,3,2,2,0.333,1.67
439,4,0,0,4,0.661,MIXED_3+,0.661,4,3,2,2,0.333,1.67
440,4,0,0,4,0.661,MIXED_3+,0.661,4,3,2,2,0.333,1.67
441,4,0,0,4,0.661,MIXED_3+,0.661,4,3,2,2,0.333,1.67
442,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
443,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
444,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,2,0.333,1.67
445,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
446,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
447,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
448,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
449,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
450,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
451,5,0,0,5,0.651,MIXED_3+,0.651,4,1,2,2,0.333,1.67
452,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
453,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
454,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
455,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
456,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
457,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
458,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
459,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
460,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
461,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
462,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
463,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
464,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
465,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,2,0.333,1.67
466,6,0,0,6,0.637,MIXED_3+,0.637,4,2,2,2,0.333,1.67
467,6,0,0,6,0.637,MIXED_3+,0.637,4,2,2,2,0.333,1.67
468,6,0,0,6,0.637,MIXED_3+,0.637,4,3,2,2,0.333,1.05
469,5,0,0,5,0.63,MIXED_3+,0.63,4,3,2,2,0.333,1.05
470,5,0,0,5,0.63,MIXED_3+,0.63,4,3,2,2,0.333,1.05
471,4,0,0,4,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.05
472,4,0,0,4,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.05
473,4,0,0,4,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.05
474,4,0,0,4,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.05
475,4,0,0,4,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.05
476,4,0,0,4,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.05
477,4,0,0,4,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.05
478,4,0,0,4,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.05
479,4,0,0,4,0.646,MIXED_3+,0.646,4,3,2,2,0.333,1.05
480,4,0,0,4,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.05
481,4,0,0,4,0.646,MIXED_3+,0.646,4,4,2,2,0.333,1.05
482,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
483,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
484,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
485,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
486,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
487,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
488,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
489,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
490,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
491,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
492,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
493,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
494,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
495,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
496,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
497,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,1.05
498,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,2.0
499,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,1,0.0,2.0
500,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,1,0.0,2.0
501,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,1,0.0,2.0
502,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,1,0.0,2.0
503,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,1,0.0,2.0
504,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,1,0.0,2.0
505,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,1,0.0,2.0
506,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,1,0.0,2.0
507,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,1,0.0,2.0
508,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,1,0.0,2.0
509,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,1,0.0,2.0
510,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
511,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
512,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
513,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
514,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
515,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
516,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
517,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
518,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
519,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
520,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
521,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
522,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
523,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
524,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
525,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
526,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
527,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
528,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
529,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
530,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
531,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
532,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
533,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
534,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
535,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
536,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
537,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
538,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
539,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
540,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
541,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,1,0.0,2.0
542,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,1,0.0,2.0
543,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,1,0.0,2.0
544,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,1,0.0,2.0
545,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,1,0.0,2.0
546,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,1,0.0,2.0
547,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,1,0.0,2.0
548,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,1,0.0,2.0
549,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,1,0.0,2.0
550,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,1,0.0,2.0
551,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,1,0.0,2.0
552,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
553,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
554,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
555,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
556,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
557,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
558,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
559,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
560,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,1,0.0,2.0
561,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
562,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
563,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
564,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,1,0.0,2.0
565,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
566,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
567,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
568,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
569,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
570,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
571,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
572,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
573,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
574,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
575,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,1,0.0,2.0
576,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,2.0
577,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,2.0
578,6,0,0,6,0.682,FOUNTAIN_3+,0.682,4,4,3,1,0.0,2.0
579,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,2.0
580,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,2.0
581,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,2.0
582,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,0.71
583,4,0,0,4,0.66,FOUNTAIN_3+,0.66,4,4,3,1,0.0,0.71
584,4,0,0,4,0.66,FOUNTAIN_3+,0.66,4,4,3,1,0.0,0.71
585,4,0,0,4,0.66,FOUNTAIN_3+,0.66,4,4,3,1,0.0,0.71
586,4,0,0,4,0.66,FOUNTAIN_3+,0.66,4,4,3,1,0.0,0.71
587,4,0,0,4,0.66,FOUNTAIN_3+,0.66,4,4,3,1,0.0,0.71
588,4,0,0,4,0.66,FOUNTAIN_3+,0.66,4,4,3,1,0.0,0.71
589,4,0,0,4,0.66,FOUNTAIN_3+,0.66,4,4,3,1,0.0,0.71
590,4,0,0,4,0.66,FOUNTAIN_3+,0.66,4,4,3,1,0.0,0.71
591,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,0.71
592,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,0.71
593,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,0.71
594,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,1,0.0,0.71
595,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
596,4,0,0,4,0.645,MIXED_3+,0.645,4,4,2,2,0.333,4.62
597,4,0,0,4,0.645,MIXED_3+,0.645,4,4,2,2,0.333,4.62
598,4,0,0,4,0.645,MIXED_3+,0.645,4,4,2,2,0.333,4.62
599,4,0,0,4,0.645,MIXED_3+,0.645,4,4,2,2,0.333,4.62
600,4,0,0,4,0.645,MIXED_3+,0.645,4,4,2,2,0.333,4.62
601,4,0,0,4,0.645,MIXED_3+,0.645,4,4,2,2,0.333,4.62
602,4,0,0,4,0.645,MIXED_3+,0.645,4,4,2,2,0.333,4.62
603,4,0,0,4,0.645,MIXED_3+,0.645,4,4,2,2,0.333,4.62
604,4,0,0,4,0.645,MIXED_3+,0.645,4,4,2,2,0.333,4.62
605,4,0,0,4,0.645,MIXED_3+,0.645,4,4,2,2,0.333,4.62
606,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
607,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
608,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
609,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
610,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
611,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
612,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
613,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
614,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
615,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
616,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
617,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
618,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
619,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
620,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
621,5,0,0,5,0.651,MIXED_3+,0.651,4,4,2,2,0.333,4.62
622,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
623,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
624,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
625,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
626,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
627,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
628,5,0,0,5,0.651,MIXED_3+,0.651,4,3,2,2,0.333,4.62
