frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree,h39v2_pattern
563,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
564,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
565,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
566,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
567,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
568,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
569,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
570,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
571,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
572,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
573,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
574,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
575,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
576,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
577,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
578,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
579,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
580,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
581,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
582,0,1,2,CATCH,2,0,1,2,TWO_BALL_ONE_HAND,0.602,True,True,True,TWO_BALL_ONE_HAND
583,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL
584,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL
585,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL
586,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL
587,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL
588,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL
589,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL
590,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL
591,0,0,3,THROW,2,0,1,2,TWO_BALL_ONE_HAND,0.602,True,True,True,TWO_BALL_ONE_HAND
592,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
593,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True,MIXED_3+
594,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True,MIXED_3+
595,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True,MIXED_3+
596,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True,MIXED_3+
597,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True,MIXED_3+
598,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True,MIXED_3+
599,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
600,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
601,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
602,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
603,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
604,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
605,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
606,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
607,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
608,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
609,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL
610,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL
611,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL
612,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL
613,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL
614,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL
615,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL
616,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL
617,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL
618,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL
619,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL
620,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL
621,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL
622,0,1,2,CATCH,2,0,1,2,TWO_BALL_ONE_HAND,0.602,True,True,True,TWO_BALL_ONE_HAND
623,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL
624,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL
625,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL
626,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL
627,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL
628,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL
629,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL
630,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL
631,0,0,3,THROW,3,0,1,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
632,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
633,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
634,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
635,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
636,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
637,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
638,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
639,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
640,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
641,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
642,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
643,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
644,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
645,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
646,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
647,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
648,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
649,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
650,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
651,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
652,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
653,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
654,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
655,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
656,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
657,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
658,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
659,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
660,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
661,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
662,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
663,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
664,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
665,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
666,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
667,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
668,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
669,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
670,1,0,2,CATCH,3,1,0,3,MIXED_3+,0.714,True,True,True,MIXED_3+
671,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False,TWO_BALL
672,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False,TWO_BALL
673,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False,TWO_BALL
674,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False,TWO_BALL
675,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False,TWO_BALL
676,1,0,2,CATCH,2,1,0,2,TWO_BALL_ONE_HAND,0.792,True,True,True,TWO_BALL_ONE_HAND
677,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.938,False,True,False,SINGLE_BALL
678,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.938,False,True,False,SINGLE_BALL
679,1,0,2,HOLD,2,1,0,2,TWO_BALL_ONE_HAND,0.748,True,True,True,TWO_BALL_ONE_HAND
680,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False,TWO_BALL
681,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False,TWO_BALL
682,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False,TWO_BALL
683,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False,TWO_BALL
684,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False,TWO_BALL
685,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
686,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
687,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
688,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
689,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
690,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
691,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_3+
692,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_3+
693,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_3+
694,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_3+
695,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_3+
696,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_3+
697,0,0,3,HOLD,5,0,0,5,FOUNTAIN_3+,0.828,True,True,True,FOUNTAIN_3+
698,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_3+
699,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_3+
700,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_3+
701,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
702,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
703,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
704,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
705,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
706,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
707,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
708,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
709,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
710,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
711,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
712,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
713,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
714,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
715,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
716,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_3+
717,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
718,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
719,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
720,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
721,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
722,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
723,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
724,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
725,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
726,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
727,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
728,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
729,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
730,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
731,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
732,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL
733,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
734,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
735,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
736,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
737,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
738,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
739,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
740,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
741,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
742,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
743,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
744,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
745,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
746,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
747,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
748,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
749,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
750,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
751,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
752,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
753,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
754,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
755,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
756,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
757,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
758,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
759,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
760,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
761,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
762,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
763,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
764,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_3+
765,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.707,True,True,True,FOUNTAIN_3+
766,1,0,2,CATCH,4,1,0,4,FOUNTAIN_3+,0.707,True,True,True,FOUNTAIN_3+
767,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL
768,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL
769,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL
770,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL
771,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL
772,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL
773,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL
774,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL
775,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
776,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
777,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
778,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
779,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
780,0,1,2,CATCH,3,0,1,3,MIXED_3+,0.728,True,True,True,MIXED_3+
781,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL
782,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL
783,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL
784,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL
785,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL
786,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL
787,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL
788,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL
789,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL
790,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL
791,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.537,True,False,False,TWO_BALL
792,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.537,True,False,False,TWO_BALL
793,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.537,True,False,False,TWO_BALL
794,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.537,True,False,False,TWO_BALL
795,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.537,True,False,False,TWO_BALL
796,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.537,True,False,False,TWO_BALL
797,0,0,3,THROW,3,0,1,3,MIXED_3+,0.55,True,True,True,MIXED_3+
798,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+
799,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+
800,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+
801,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+
802,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+
803,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+
804,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+
805,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+
806,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL
807,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL
808,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL
809,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL
810,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL
811,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+
812,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL
813,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL
814,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
815,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
816,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
817,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
818,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
819,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
820,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
821,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
822,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
823,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
824,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
825,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
826,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
827,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
828,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
829,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+
830,0,1,2,CATCH,2,0,1,2,TWO_BALL_ONE_HAND,0.491,True,True,True,TWO_BALL_ONE_HAND
831,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL
832,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL
833,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL
834,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL
