frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_recent_events
961,3,0,0,3,0.62,CASCADE_3+,0.62,0
962,3,0,0,3,0.62,CASCADE_3+,0.62,0
963,3,0,0,3,0.62,CASCADE_3+,0.62,0
964,3,0,0,3,0.62,CASCADE_3+,0.62,0
965,2,0,0,2,0.686,TWO_BALL,0.686,0
966,1,0,0,1,0.429,UNKNOWN,0.429,0
967,1,0,0,1,0.429,UNKNOWN,0.429,0
968,2,0,0,2,0.391,UNKNOWN,0.391,0
969,2,0,0,2,0.391,UNKNOWN,0.391,0
970,3,0,0,3,0.423,UNKNOWN,0.423,0
971,2,0,0,2,0.42,UNKNOWN,0.42,0
972,2,0,0,2,0.42,UNKNOWN,0.42,0
973,2,0,0,2,0.42,UNKNOWN,0.42,0
974,2,0,0,2,0.42,UNKNOWN,0.42,0
975,2,0,0,2,0.42,UNKNOWN,0.42,0
976,2,0,0,2,0.42,UNKNOWN,0.42,0
977,3,0,0,3,0.423,UNKNOWN,0.423,0
978,3,0,0,3,0.423,UNKNOWN,0.423,0
979,3,0,0,3,0.423,UNKNOWN,0.423,0
980,3,0,0,3,0.423,UNKNOWN,0.423,0
981,3,0,0,3,0.423,UNKNOWN,0.423,0
982,3,0,0,3,0.423,UNKNOWN,0.423,0
983,3,0,0,3,0.423,UNKNOWN,0.423,0
984,3,0,0,3,0.423,UNKNOWN,0.423,0
985,3,0,0,3,0.423,UNKNOWN,0.423,0
986,3,0,0,3,0.423,UNKNOWN,0.423,0
987,3,0,0,3,0.423,UNKNOWN,0.423,0
988,3,0,0,3,0.423,UNKNOWN,0.423,0
989,3,0,0,3,0.423,UNKNOWN,0.423,0
990,3,0,0,3,0.423,UNKNOWN,0.423,0
991,3,0,0,3,0.423,UNKNOWN,0.423,0
992,3,0,0,3,0.423,UNKNOWN,0.423,2
993,3,0,0,3,0.423,UNKNOWN,0.423,2
994,3,0,0,3,0.423,UNKNOWN,0.423,2
995,3,0,0,3,0.423,UNKNOWN,0.423,2
996,3,0,0,3,0.423,UNKNOWN,0.423,2
997,3,0,0,3,0.423,UNKNOWN,0.423,2
998,3,0,0,3,0.423,UNKNOWN,0.423,2
999,3,0,0,3,0.423,UNKNOWN,0.423,2
1000,3,0,0,3,0.423,UNKNOWN,0.423,2
1001,3,0,0,3,0.423,UNKNOWN,0.423,2
1002,3,0,0,3,0.423,UNKNOWN,0.423,2
1003,3,0,0,3,0.423,UNKNOWN,0.423,2
1004,3,0,0,3,0.423,UNKNOWN,0.423,2
1005,3,0,0,3,0.423,UNKNOWN,0.423,2
1006,3,0,0,3,0.423,UNKNOWN,0.423,2
1007,3,0,0,3,0.423,UNKNOWN,0.423,2
1008,3,0,0,3,0.423,UNKNOWN,0.423,2
1009,3,0,0,3,0.423,UNKNOWN,0.423,2
1010,3,0,0,3,0.423,UNKNOWN,0.423,2
1011,3,0,0,3,0.423,UNKNOWN,0.423,2
1012,2,0,0,2,0.42,UNKNOWN,0.42,2
1013,2,0,0,2,0.42,UNKNOWN,0.42,2
1014,2,0,0,2,0.42,UNKNOWN,0.42,2
1015,1,0,1,2,0.42,UNKNOWN,0.42,2
1016,1,0,0,1,0.353,UNKNOWN,0.353,2
1017,1,0,0,1,0.353,UNKNOWN,0.353,2
1018,1,0,0,1,0.353,UNKNOWN,0.353,2
1019,1,0,0,1,0.353,UNKNOWN,0.353,2
1020,1,0,0,1,0.353,UNKNOWN,0.353,2
1021,0,0,0,0,0.0,NO_BALL,1.0,2
1022,0,0,0,0,0.0,NO_BALL,1.0,4
1023,0,0,0,0,0.0,NO_BALL,1.0,4
1024,0,0,0,0,0.0,NO_BALL,1.0,4
1025,0,0,0,0,0.0,NO_BALL,1.0,4
1026,0,0,0,0,0.0,NO_BALL,1.0,4
1027,0,0,0,0,0.0,NO_BALL,1.0,4
1028,0,0,0,0,0.0,NO_BALL,1.0,4
1029,2,0,1,3,0.501,FOUNTAIN_3+,0.501,4
1030,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1031,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1032,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1033,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1034,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1035,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1036,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1037,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1038,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1039,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1040,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1041,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1042,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1043,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1044,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1045,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1046,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1047,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1048,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1049,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4
1050,2,0,1,3,0.501,FOUNTAIN_3+,0.501,4
1051,1,0,0,1,0.487,UNKNOWN,0.487,4
1052,1,0,0,1,0.487,UNKNOWN,0.487,4
1053,1,0,0,1,0.487,UNKNOWN,0.487,2
1054,1,0,1,2,0.575,TWO_BALL_ONE_HAND,0.575,2
1055,2,0,0,2,0.575,TWO_BALL,0.575,2
1056,3,0,0,3,0.501,FOUNTAIN_3+,0.501,2
1057,3,0,0,3,0.501,FOUNTAIN_3+,0.501,2
1058,3,0,0,3,0.501,FOUNTAIN_3+,0.501,2
1059,3,0,0,3,0.501,FOUNTAIN_3+,0.501,2
1060,3,0,0,3,0.501,FOUNTAIN_3+,0.501,2
1061,2,0,0,2,0.42,UNKNOWN,0.42,2
1062,2,0,0,2,0.42,UNKNOWN,0.42,2
1063,2,0,0,2,0.42,UNKNOWN,0.42,2
1064,2,0,0,2,0.42,UNKNOWN,0.42,2
1065,2,0,0,2,0.42,UNKNOWN,0.42,2
1066,2,0,0,2,0.42,UNKNOWN,0.42,2
1067,2,0,0,2,0.42,UNKNOWN,0.42,2
1068,2,0,0,2,0.42,UNKNOWN,0.42,2
1069,2,0,0,2,0.42,UNKNOWN,0.42,2
1070,3,0,0,3,0.423,UNKNOWN,0.423,2
1071,3,0,0,3,0.423,UNKNOWN,0.423,2
1072,3,0,0,3,0.423,UNKNOWN,0.423,2
1073,3,0,0,3,0.423,UNKNOWN,0.423,2
1074,3,0,0,3,0.423,UNKNOWN,0.423,2
1075,2,0,0,2,0.391,UNKNOWN,0.391,2
1076,2,0,0,2,0.391,UNKNOWN,0.391,2
1077,3,0,0,3,0.403,UNKNOWN,0.403,2
1078,1,0,0,1,0.353,UNKNOWN,0.353,2
