frame,pattern,confidence,n_window_events,n_far,n_ambig,n_low_slope,guard_passed,guard_reason
239,MIXED_3+,0.5,4,0,0,1,True,ok
240,MIXED_3+,0.5,4,0,0,1,True,ok
241,MIXED_3+,0.5,4,0,0,1,True,ok
242,MIXED_3+,0.5,4,0,0,1,True,ok
243,MIXED_3+,0.5,4,0,0,1,True,ok
244,MIXED_3+,0.5,4,0,0,1,True,ok
245,MIXED_3+,0.5,4,0,0,1,True,ok
246,MIXED_3+,0.5,4,0,0,1,True,ok
247,MIXED_3+,0.5,4,0,0,1,True,ok
248,MIXED_3+,0.5,4,0,0,1,True,ok
249,MIXED_3+,0.5,4,0,0,1,True,ok
250,MIXED_3+,0.5,4,0,0,1,True,ok
251,MIXED_3+,0.5,4,0,0,1,True,ok
252,MIXED_3+,0.5,4,0,0,1,True,ok
253,MIXED_3+,0.5,4,0,0,1,True,ok
254,MIXED_3+,0.5,4,0,0,1,True,ok
255,MIXED_3+,0.5,4,0,0,0,True,ok
256,CASCADE_3+,0.5,4,0,0,1,True,ok
257,CASCADE_3+,0.5,4,0,0,1,True,ok
258,CASCADE_3+,0.5,4,0,0,1,True,ok
259,CASCADE_3+,0.5,4,0,0,1,True,ok
260,CASCADE_3+,0.5,4,0,0,1,True,ok
261,CASCADE_3+,0.5,4,0,0,1,True,ok
262,CASCADE_3+,0.5,4,0,0,1,True,ok
263,CASCADE_3+,0.5,4,0,0,1,True,ok
264,CASCADE_3+,0.5,4,0,0,1,True,ok
265,CASCADE_3+,0.5,4,0,0,1,True,ok
266,CASCADE_3+,0.5,4,0,0,1,True,ok
267,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
268,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
269,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
270,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
271,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
272,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
273,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
274,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
275,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
276,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
277,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
278,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
279,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
280,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
281,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
282,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
283,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
284,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
285,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
286,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
287,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
288,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
289,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
290,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
291,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
292,MIXED_3+_UNCONFIRMED,0.25,4,0,0,2,False,low_slope_ratio=0.50
