frame,L42,R42,A42,source,L36,R36,A36,L40v2,R40v2,h12_pattern,h12_conf
809,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
810,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
811,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
812,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
813,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
814,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
815,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
816,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
817,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
818,0,1,4,h36,0,1,4,1,1,FOUNTAIN_3+,0.639
819,0,1,4,h36,0,1,4,1,1,FOUNTAIN_3+,0.63
820,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.63
821,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.63
822,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.63
823,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.63
824,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.63
825,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
826,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
827,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
828,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
829,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
830,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
831,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
832,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
833,0,1,4,h40,0,0,5,0,1,FOUNTAIN_3+,0.639
834,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
835,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
836,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
837,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
838,0,1,4,h40,0,0,5,0,1,FOUNTAIN_3+,0.639
839,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
840,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
841,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
842,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
843,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
844,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
845,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.639
846,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.629
847,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.629
848,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.629
849,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.629
850,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.629
851,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.629
852,0,1,4,h36,0,1,4,1,0,FOUNTAIN_3+,0.629
853,0,1,4,h36,0,1,4,1,1,FOUNTAIN_3+,0.629
854,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
855,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
856,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
857,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
858,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
859,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
860,0,1,4,h40,0,0,5,0,1,FOUNTAIN_3+,0.639
861,0,1,4,h40,0,0,5,0,1,FOUNTAIN_3+,0.639
862,1,0,4,h36,1,0,4,0,1,MIXED_3+,0.639
863,1,0,4,h36,1,0,4,0,1,MIXED_3+,0.645
864,1,0,4,h36,1,0,4,0,1,MIXED_3+,0.645
865,1,0,4,h36,1,0,4,0,1,MIXED_3+,0.645
866,1,0,4,h36,1,0,4,0,1,MIXED_3+,0.645
867,1,0,4,h36,1,0,4,0,1,MIXED_3+,0.645
868,1,0,4,h36,1,0,4,0,1,MIXED_3+,0.645
869,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
870,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.639
871,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.639
872,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.639
873,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.639
874,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.639
875,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.639
876,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.639
877,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.639
878,1,0,0,h40,0,0,0,1,0,MIXED_3+,0.655
879,1,0,0,h40,0,0,0,1,0,MIXED_3+,0.662
880,1,0,0,h40,0,0,0,1,0,MIXED_3+,0.662
881,1,0,0,h40,0,0,0,1,0,MIXED_3+,0.662
882,1,0,0,h40,0,0,0,1,0,MIXED_3+,0.662
883,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
884,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
885,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
886,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
887,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
888,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
889,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
890,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
891,0,1,0,h40,0,0,0,0,1,MIXED_3+,0.682
892,0,1,0,h40,0,0,0,0,1,MIXED_3+,0.682
893,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
894,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
895,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
896,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
897,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
898,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
899,1,1,0,h40,0,0,0,1,1,MIXED_3+,0.682
