frame,L40v2,R40v2,h12_pattern,h12_conf,h41_pattern
1045,0,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1046,0,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1047,0,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1048,0,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1049,0,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1050,0,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1051,0,0,TWO_BALL_ONE_HAND,0.533,TWO_BALL_ONE_HAND
1052,0,0,TWO_BALL_ONE_HAND,0.533,TWO_BALL_ONE_HAND
1053,0,0,TWO_BALL_ONE_HAND,0.533,TWO_BALL_ONE_HAND
1054,0,1,TWO_BALL_ONE_HAND,0.533,TWO_BALL_ONE_HAND
1055,0,1,TWO_BALL,0.533,TWO_BALL
1056,0,1,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1057,0,1,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1058,1,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1059,1,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1060,1,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1061,1,0,TWO_BALL,0.364,TWO_BALL
1062,0,0,TWO_BALL,0.364,TWO_BALL
1063,0,0,TWO_BALL,0.364,TWO_BALL
1064,0,1,TWO_BALL,0.364,TWO_BALL
1065,0,1,TWO_BALL,0.364,TWO_BALL
1066,0,1,TWO_BALL,0.364,TWO_BALL
1067,0,1,TWO_BALL,0.364,TWO_BALL
1068,0,1,TWO_BALL,0.364,TWO_BALL
1069,0,1,TWO_BALL,0.364,TWO_BALL
1070,0,0,FOUNTAIN_3+,0.576,FOUNTAIN_REJECTED
1071,0,0,FOUNTAIN_3+,0.576,FOUNTAIN_REJECTED
1072,0,0,FOUNTAIN_3+,0.576,FOUNTAIN_REJECTED
1073,0,0,FOUNTAIN_3+,0.576,FOUNTAIN_REJECTED
1074,0,0,FOUNTAIN_3+,0.576,FOUNTAIN_REJECTED
1075,0,0,TWO_BALL,0.662,TWO_BALL
1076,1,0,TWO_BALL,0.662,TWO_BALL
1077,1,1,FOUNTAIN_3+,0.775,FOUNTAIN_3+
1078,1,1,SINGLE_BALL,0.324,SINGLE_BALL
