frame,h50_pattern,h50_confidence,h68_pattern,h43_rejected,h66_rejected,h68_rejected
858,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
859,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
860,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
861,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
862,MIXED_3+,0.652,MIXED_3+,no,no,no
863,MIXED_3+,0.661,MIXED_3+,no,no,no
864,MIXED_3+,0.661,MIXED_3+,no,no,no
865,MIXED_3+,0.661,MIXED_3+,no,no,no
866,MIXED_3+,0.661,MIXED_3+,no,no,no
867,MIXED_3+,0.661,MIXED_3+,no,no,no
868,MIXED_3+,0.661,MIXED_3+,no,no,no
869,MIXED_3+,0.652,MIXED_3+,no,no,no
870,MIXED_3+,0.652,MIXED_3+,no,no,no
871,MIXED_3+,0.652,MIXED_3+,no,no,no
872,MIXED_3+,0.652,MIXED_3+,no,no,no
873,MIXED_3+,0.652,MIXED_3+,no,no,no
874,MIXED_3+,0.652,MIXED_3+,no,no,no
875,MIXED_3+,0.652,MIXED_3+,no,no,no
876,MIXED_3+,0.652,MIXED_3+,no,no,no
877,MIXED_3+,0.652,MIXED_3+,no,no,no
878,MIXED_3+,0.665,MIXED_3+,no,no,no
879,MIXED_3+,0.675,MIXED_3+,no,no,no
880,MIXED_3+,0.675,MIXED_3+,no,no,no
881,MIXED_3+,0.675,MIXED_3+,no,no,no
882,MIXED_3+,0.675,MIXED_3+,no,no,no
883,MIXED_3+,0.695,MIXED_3+,no,no,no
884,MIXED_3+,0.695,MIXED_3+,no,no,no
885,MIXED_3+,0.695,MIXED_3+,no,no,no
886,MIXED_3+,0.695,MIXED_3+,no,no,no
887,MIXED_3+,0.695,MIXED_3+,no,no,no
888,MIXED_3+,0.695,MIXED_3+,no,no,no
889,MIXED_3+,0.695,MIXED_3+,no,no,no
890,MIXED_3+,0.695,MIXED_3+,no,no,no
891,MIXED_3+,0.695,MIXED_3+,no,no,no
892,MIXED_3+,0.695,MIXED_3+,no,no,no
893,MIXED_3+,0.695,MIXED_3+,no,no,no
894,MIXED_3+,0.695,MIXED_3+,no,no,no
895,MIXED_3+,0.695,MIXED_3+,no,no,no
896,MIXED_3+,0.695,MIXED_3+,no,no,no
897,MIXED_3+,0.695,MIXED_3+,no,no,no
898,MIXED_3+,0.695,MIXED_3+,no,no,no
899,MIXED_3+,0.695,MIXED_3+,no,no,no
