frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree,h39_pattern,h39_rejected
798,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+,False
799,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+,False
800,0,0,5,THROW,5,0,1,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
801,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
802,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
803,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
804,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
805,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
806,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
807,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
808,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
809,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
810,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
811,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
812,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
813,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
814,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
815,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
816,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
817,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
818,0,1,4,CATCH,5,0,1,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+,False
819,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.63,True,False,False,FOUNTAIN_3+,False
820,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.63,True,False,False,FOUNTAIN_3+,False
821,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.63,True,False,False,FOUNTAIN_3+,False
822,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.63,True,False,False,FOUNTAIN_3+,False
823,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.63,True,False,False,FOUNTAIN_3+,False
824,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.63,True,False,False,FOUNTAIN_3+,False
825,0,0,5,THROW,5,0,1,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
826,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
827,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
828,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
829,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
830,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
831,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
832,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
833,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
834,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
835,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
836,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
837,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
838,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
839,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
840,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
841,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
842,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
843,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
844,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
845,0,1,4,CATCH,5,0,1,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+,False
846,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.629,True,False,False,FOUNTAIN_3+,False
847,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.629,True,False,False,FOUNTAIN_3+,False
848,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.629,True,False,False,FOUNTAIN_3+,False
849,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.629,True,False,False,FOUNTAIN_3+,False
850,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.629,True,False,False,FOUNTAIN_3+,False
851,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.629,True,False,False,FOUNTAIN_3+,False
852,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.629,True,False,False,FOUNTAIN_3+,False
853,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.629,True,False,False,FOUNTAIN_3+,False
854,0,0,5,THROW,5,0,1,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
855,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
856,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
857,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
858,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
859,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
860,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
861,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
862,1,0,4,CATCH,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
863,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.645,False,True,False,MIXED_3+,False
864,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.645,False,True,False,MIXED_3+,False
865,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.645,False,True,False,MIXED_3+,False
866,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.645,False,True,False,MIXED_3+,False
867,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.645,False,True,False,MIXED_3+,False
868,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.645,False,True,False,MIXED_3+,False
869,0,0,5,THROW,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
