frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree,h39_pattern,h39_rejected
781,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL,False
782,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL,False
783,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL,False
784,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL,False
785,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL,False
786,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL,False
787,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL,False
788,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL,False
789,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL,False
790,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False,SINGLE_BALL,False
791,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.537,True,False,False,TWO_BALL,False
792,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.537,True,False,False,TWO_BALL,False
793,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.537,True,False,False,TWO_BALL,False
794,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.537,True,False,False,TWO_BALL,False
795,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.537,True,False,False,TWO_BALL,False
796,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.537,True,False,False,TWO_BALL,False
797,0,0,3,THROW,3,0,1,3,MIXED_3+,0.55,True,True,True,MIXED_3+,False
798,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+,False
799,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+,False
800,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+,False
801,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+,False
802,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+,False
803,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+,False
804,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+,False
805,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+,False
806,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL,False
807,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL,False
808,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL,False
809,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL,False
810,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL,False
811,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.55,True,True,True,MIXED_3+,False
812,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL,False
813,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL,False
814,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
815,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
816,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
817,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
818,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
819,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
820,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
821,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
822,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
823,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
824,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
825,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
826,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
827,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
828,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
829,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.661,True,True,True,MIXED_3+,False
830,0,1,2,CATCH,2,0,1,2,TWO_BALL_ONE_HAND,0.491,True,True,True,TWO_BALL_ONE_HAND,False
831,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
832,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
833,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
834,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
835,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
836,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
837,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
838,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
839,0,1,2,CATCH,2,0,1,2,TWO_BALL_ONE_HAND,0.675,True,True,True,TWO_BALL_ONE_HAND,False
840,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
841,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
842,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
843,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
844,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
845,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
846,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
847,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
848,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
849,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
850,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
851,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
852,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
853,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
854,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.944,True,False,False,SINGLE_BALL,False
855,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.972,True,False,False,TWO_BALL,False
856,0,1,2,HOLD,3,0,1,3,FOUNTAIN_3+,0.84,True,True,True,FOUNTAIN_3+,False
857,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.76,True,False,False,TWO_BALL,False
858,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.76,True,False,False,TWO_BALL,False
859,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.76,True,False,False,TWO_BALL,False
860,0,0,3,THROW,3,0,1,3,FOUNTAIN_3+,0.642,True,True,True,FOUNTAIN_REJECTED,True
861,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.642,True,True,True,FOUNTAIN_REJECTED,True
862,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.642,True,True,True,FOUNTAIN_REJECTED,True
863,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.642,True,True,True,FOUNTAIN_REJECTED,True
864,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.642,True,True,True,FOUNTAIN_REJECTED,True
865,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.642,True,True,True,FOUNTAIN_REJECTED,True
866,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.642,True,True,True,FOUNTAIN_REJECTED,True
867,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.642,True,True,True,FOUNTAIN_REJECTED,True
868,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.642,True,True,True,FOUNTAIN_REJECTED,True
869,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.642,True,True,True,FOUNTAIN_REJECTED,True
870,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.642,True,True,True,FOUNTAIN_REJECTED,True
871,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.642,True,True,True,FOUNTAIN_REJECTED,True
872,0,0,3,AMBIG_H26_RECLASSIFIED_HAND_TRANSITION,3,0,0,3,MIXED_3+,0.642,True,True,True,MIXED_3+,False
873,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.675,True,True,True,TWO_BALL,False
874,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.675,True,True,True,TWO_BALL,False
875,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.675,True,True,True,TWO_BALL,False
876,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.675,True,True,True,TWO_BALL,False
877,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.675,True,True,True,TWO_BALL,False
878,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.675,True,True,True,TWO_BALL,False
879,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.675,True,True,True,TWO_BALL,False
880,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.675,True,True,True,TWO_BALL,False
881,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,True,True,SINGLE_BALL,False
882,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,True,True,SINGLE_BALL,False
883,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL,False
884,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.491,True,True,True,TWO_BALL,False
885,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.521,True,True,True,MIXED_3+,False
886,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.493,True,True,True,TWO_BALL,False
887,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.493,True,True,True,TWO_BALL,False
888,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.493,True,True,True,TWO_BALL,False
889,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.493,True,True,True,TWO_BALL,False
890,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
891,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
892,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
893,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
894,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
895,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
896,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
897,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
898,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
899,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
900,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
901,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
902,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
903,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
904,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
905,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
906,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
907,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
908,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
909,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
910,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
911,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
912,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
913,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
914,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
915,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
916,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
917,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
918,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
919,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
920,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
921,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
922,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
923,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
924,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
925,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
926,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
927,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
928,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
929,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
930,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
931,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
932,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
933,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
934,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
935,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
936,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
937,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.774,True,True,True,TWO_BALL,False
938,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.774,True,True,True,TWO_BALL,False
939,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.774,True,True,True,TWO_BALL,False
940,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.774,True,True,True,TWO_BALL,False
941,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.774,True,True,True,TWO_BALL,False
942,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.774,True,True,True,TWO_BALL,False
943,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.774,True,True,True,TWO_BALL,False
944,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
945,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.651,True,True,True,MIXED_3+,False
946,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.493,True,True,True,TWO_BALL,False
947,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.493,True,True,True,TWO_BALL,False
948,0,1,2,CATCH,2,0,1,2,TWO_BALL_ONE_HAND,0.493,True,True,True,TWO_BALL_ONE_HAND,False
949,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
950,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
951,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
952,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
953,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
954,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
955,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.405,True,False,False,SINGLE_BALL,False
956,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.703,True,False,False,TWO_BALL,False
957,0,0,3,THROW,3,0,1,3,MIXED_3+,0.662,True,True,True,MIXED_3+,False
958,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.662,True,True,True,MIXED_3+,False
959,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.662,True,True,True,MIXED_3+,False
960,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.662,True,True,True,MIXED_3+,False
961,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.662,True,True,True,MIXED_3+,False
962,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.662,True,True,True,MIXED_3+,False
963,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.662,True,True,True,MIXED_3+,False
964,0,1,2,CATCH,3,0,1,3,MIXED_3+,0.662,True,True,True,MIXED_3+,False
965,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.79,True,False,False,TWO_BALL,False
966,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,1.0,True,False,False,SINGLE_BALL,False
967,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,1.0,True,False,False,SINGLE_BALL,False
968,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.662,True,False,False,TWO_BALL,False
969,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.662,True,False,False,TWO_BALL,False
970,0,0,3,THROW,3,0,1,3,FOUNTAIN_3+,0.576,True,True,True,FOUNTAIN_REJECTED,True
971,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.364,True,True,True,TWO_BALL,False
972,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.364,True,True,True,TWO_BALL,False
973,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.364,True,True,True,TWO_BALL,False
974,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.364,True,True,True,TWO_BALL,False
975,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.364,True,True,True,TWO_BALL,False
976,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.364,True,True,True,TWO_BALL,False
977,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
978,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
979,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
980,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
981,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
982,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
983,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
984,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
985,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
986,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
987,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
988,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
989,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
990,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
991,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
992,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
993,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
994,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
995,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
996,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
997,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
998,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
999,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1000,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1001,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1002,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1003,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1004,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1005,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1006,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1007,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1008,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1009,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1010,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1011,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.565,True,True,True,FOUNTAIN_REJECTED,True
1012,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.364,True,True,True,TWO_BALL,False
1013,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.364,True,True,True,TWO_BALL,False
1014,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.364,True,True,True,TWO_BALL,False
1015,0,1,2,CATCH,2,0,1,2,TWO_BALL_ONE_HAND,0.364,True,True,True,TWO_BALL_ONE_HAND,False
1016,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.324,True,False,False,SINGLE_BALL,False
1017,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.324,True,False,False,SINGLE_BALL,False
1018,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.324,True,False,False,SINGLE_BALL,False
1019,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.324,True,False,False,SINGLE_BALL,False
1020,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.324,True,False,False,SINGLE_BALL,False
1029,0,0,3,THROW,3,0,1,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1030,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1031,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1032,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1033,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1034,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1035,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1036,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1037,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1038,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1039,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1040,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1041,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1042,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1043,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1044,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1045,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1046,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1047,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1048,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
1049,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.463,True,True,True,FOUNTAIN_REJECTED,True
