frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_window_events,same_hand_run,unique_hands,alternation_score,catch_rate_hz
1035,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1036,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1037,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1038,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1039,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1040,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1041,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1042,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1043,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1044,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1045,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1046,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1047,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1048,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1049,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1050,3,1,1,3,0.463,CASCADE_3+,0.463,4,1,2,0.667,2.57
1051,1,0,1,2,0.533,TWO_BALL_ONE_HAND,0.533,4,0,2,0.0,0.0
1052,1,0,1,2,0.533,TWO_BALL_ONE_HAND,0.533,4,0,2,0.0,0.0
1053,1,0,1,2,0.533,TWO_BALL_ONE_HAND,0.533,4,0,2,0.0,0.0
1054,2,0,1,2,0.533,TWO_BALL_ONE_HAND,0.533,4,0,2,0.0,0.0
1055,2,0,0,2,0.533,TWO_BALL,0.533,4,0,2,0.0,0.0
1056,3,1,0,3,0.463,MIXED_3+,0.463,4,1,2,0.667,0.0
1057,3,0,0,3,0.463,MIXED_3+,0.463,4,1,2,0.667,0.0
1058,3,0,0,3,0.463,MIXED_3+,0.463,4,1,2,0.667,0.0
1059,3,0,0,3,0.463,MIXED_3+,0.463,4,1,2,0.667,0.0
1060,3,0,0,3,0.463,MIXED_3+,0.463,4,1,2,0.667,0.0
1061,2,0,0,2,0.364,TWO_BALL,0.364,4,0,2,0.0,0.0
1062,2,0,0,2,0.364,TWO_BALL,0.364,4,0,2,0.0,0.0
1063,2,0,0,2,0.364,TWO_BALL,0.364,4,0,2,0.0,0.0
1064,2,0,0,2,0.364,TWO_BALL,0.364,4,0,2,0.0,0.0
1065,2,0,0,2,0.364,TWO_BALL,0.364,4,0,2,0.0,0.0
1066,2,0,0,2,0.364,TWO_BALL,0.364,4,0,2,0.0,0.0
1067,2,0,0,2,0.364,TWO_BALL,0.364,4,0,2,0.0,0.0
1068,2,0,0,2,0.364,TWO_BALL,0.364,4,0,2,0.0,0.0
1069,2,0,0,2,0.364,TWO_BALL,0.364,4,0,2,0.0,0.0
1070,3,0,0,3,0.576,MIXED_3+,0.576,4,1,2,0.667,0.0
1071,3,0,0,3,0.576,MIXED_3+,0.576,4,1,2,0.667,0.0
1072,3,0,0,3,0.576,MIXED_3+,0.576,4,1,2,0.667,0.0
1073,3,0,0,3,0.576,MIXED_3+,0.576,4,1,2,0.667,0.0
1074,3,0,0,3,0.576,MIXED_3+,0.576,4,1,2,0.667,0.0
1075,2,0,0,2,0.662,TWO_BALL,0.662,4,0,2,0.0,0.0
1076,2,0,0,2,0.662,TWO_BALL,0.662,4,0,2,0.0,0.0
1077,3,0,0,3,0.775,MIXED_3+,0.775,4,1,2,0.667,0.0
1078,1,0,0,1,0.324,SINGLE_BALL,0.324,4,0,2,0.0,0.0
