frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_window_events,n_recent_events,same_hand_run,alternation_score,catch_rate_hz
994,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
995,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
996,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
997,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
998,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
999,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1000,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1001,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1002,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1003,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1004,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1005,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1006,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1007,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1008,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1009,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1010,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1011,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
1012,2,0,0,2,0.42,TWO_BALL,0.42,4,2,0,0.0,0.0
1013,2,0,0,2,0.42,TWO_BALL,0.42,4,2,0,0.0,0.0
1014,2,0,0,2,0.42,TWO_BALL,0.42,4,2,0,0.0,0.0
1015,1,0,1,2,0.42,TWO_BALL_ONE_HAND,0.42,4,2,0,0.0,0.0
1016,1,0,0,1,0.353,SINGLE_BALL,0.353,4,2,0,0.0,0.0
1017,1,0,0,1,0.353,SINGLE_BALL,0.353,4,2,0,0.0,0.0
1018,1,0,0,1,0.353,SINGLE_BALL,0.353,4,2,0,0.0,0.0
1019,1,0,0,1,0.353,SINGLE_BALL,0.353,4,2,0,0.0,0.0
1020,1,0,0,1,0.353,SINGLE_BALL,0.353,4,2,0,0.0,0.0
1021,0,0,0,0,0.0,NO_BALL,1.0,4,2,0,0.0,0.0
1022,0,0,0,0,0.0,NO_BALL,1.0,4,4,0,0.0,0.0
1023,0,0,0,0,0.0,NO_BALL,1.0,4,4,0,0.0,0.0
1024,0,0,0,0,0.0,NO_BALL,1.0,4,4,0,0.0,0.0
1025,0,0,0,0,0.0,NO_BALL,1.0,4,4,0,0.0,0.0
1026,0,0,0,0,0.0,NO_BALL,1.0,4,4,0,0.0,0.0
1027,0,0,0,0,0.0,NO_BALL,1.0,4,4,0,0.0,0.0
1028,0,0,0,0,0.0,NO_BALL,1.0,4,4,0,0.0,0.0
1029,2,0,1,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1030,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1031,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1032,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1033,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1034,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1035,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1036,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1037,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1038,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1039,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1040,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1041,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1042,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1043,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1044,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1045,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1046,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1047,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1048,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1049,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1050,2,0,1,3,0.501,FOUNTAIN_3+,0.501,4,4,3,0.0,0.43
1051,1,0,0,1,0.487,SINGLE_BALL,0.487,4,4,0,0.0,0.0
1052,1,0,0,1,0.487,SINGLE_BALL,0.487,4,4,0,0.0,0.0
1053,1,0,0,1,0.487,SINGLE_BALL,0.487,4,2,0,0.0,0.0
1054,1,0,1,2,0.575,TWO_BALL_ONE_HAND,0.575,4,2,0,0.0,0.0
1055,2,0,0,2,0.575,TWO_BALL,0.575,4,2,0,0.0,0.0
1056,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,2,3,0.0,2.0
1057,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,2,3,0.0,2.0
1058,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,2,3,0.0,2.0
1059,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,2,3,0.0,2.0
1060,3,0,0,3,0.501,FOUNTAIN_3+,0.501,4,2,3,0.0,2.0
1061,2,0,0,2,0.42,TWO_BALL,0.42,4,2,0,0.0,0.0
1062,2,0,0,2,0.42,TWO_BALL,0.42,4,2,0,0.0,0.0
1063,2,0,0,2,0.42,TWO_BALL,0.42,4,2,0,0.0,0.0
1064,2,0,0,2,0.42,TWO_BALL,0.42,4,2,0,0.0,0.0
1065,2,0,0,2,0.42,TWO_BALL,0.42,4,2,0,0.0,0.0
1066,2,0,0,2,0.42,TWO_BALL,0.42,4,2,0,0.0,0.0
1067,2,0,0,2,0.42,TWO_BALL,0.42,4,2,0,0.0,0.0
1068,2,0,0,2,0.42,TWO_BALL,0.42,4,2,0,0.0,0.0
1069,2,0,0,2,0.42,TWO_BALL,0.42,4,2,0,0.0,0.0
1070,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,2.0
1071,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,2.0
1072,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,2.0
1073,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,2.0
1074,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,2.0
1075,2,0,0,2,0.391,TWO_BALL,0.391,4,2,0,0.0,0.0
1076,2,0,0,2,0.391,TWO_BALL,0.391,4,2,0,0.0,0.0
1077,3,0,0,3,0.403,FOUNTAIN_3+,0.403,4,2,3,0.0,2.0
1078,1,0,0,1,0.353,SINGLE_BALL,0.353,4,2,0,0.0,0.0
