frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence
1018,1,0,0,1,0.324,SINGLE_BALL,0.324
1019,1,0,0,1,0.324,SINGLE_BALL,0.324
1020,1,0,0,1,0.324,SINGLE_BALL,0.324
1029,3,0,1,3,0.463,FOUNTAIN_3+,0.463
1030,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1031,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1032,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1033,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1034,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1035,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1036,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1037,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1038,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1039,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1040,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1041,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1042,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1043,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1044,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1045,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1046,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1047,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1048,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1049,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1050,3,1,1,3,0.463,FOUNTAIN_3+,0.463
1051,1,0,1,2,0.533,TWO_BALL_ONE_HAND,0.533
1052,1,0,1,2,0.533,TWO_BALL_ONE_HAND,0.533
1053,1,0,1,2,0.533,TWO_BALL_ONE_HAND,0.533
1054,2,0,1,2,0.533,TWO_BALL_ONE_HAND,0.533
1055,2,0,0,2,0.533,TWO_BALL,0.533
1056,3,1,0,3,0.463,FOUNTAIN_3+,0.463
1057,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1058,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1059,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1060,3,0,0,3,0.463,FOUNTAIN_3+,0.463
1061,2,0,0,2,0.364,TWO_BALL,0.364
1062,2,0,0,2,0.364,TWO_BALL,0.364
1063,2,0,0,2,0.364,TWO_BALL,0.364
1064,2,0,0,2,0.364,TWO_BALL,0.364
1065,2,0,0,2,0.364,TWO_BALL,0.364
1066,2,0,0,2,0.364,TWO_BALL,0.364
1067,2,0,0,2,0.364,TWO_BALL,0.364
1068,2,0,0,2,0.364,TWO_BALL,0.364
1069,2,0,0,2,0.364,TWO_BALL,0.364
1070,3,0,0,3,0.576,FOUNTAIN_3+,0.576
1071,3,0,0,3,0.576,FOUNTAIN_3+,0.576
1072,3,0,0,3,0.576,FOUNTAIN_3+,0.576
1073,3,0,0,3,0.576,FOUNTAIN_3+,0.576
1074,3,0,0,3,0.576,FOUNTAIN_3+,0.576
1075,2,0,0,2,0.662,TWO_BALL,0.662
1076,2,0,0,2,0.662,TWO_BALL,0.662
1077,3,0,0,3,0.775,FOUNTAIN_3+,0.775
1078,1,0,0,1,0.324,SINGLE_BALL,0.324
