video,frame,time_seconds,person_index,person_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence
videos/identical_balls_trick_000_018.mp4,156,2.602600,0,0.911533,671.169495,514.591003,0.993296,556.280518,439.471405,0.994791
videos/identical_balls_trick_000_018.mp4,157,2.619283,0,0.901194,651.904114,515.520325,0.993690,556.398193,435.786224,0.994560
videos/identical_balls_trick_000_018.mp4,158,2.635967,0,0.899961,634.748413,517.701721,0.994547,558.684326,431.865723,0.994876
videos/identical_balls_trick_000_018.mp4,159,2.652650,0,0.893713,614.619995,521.167053,0.994219,559.311890,434.033539,0.995102
videos/identical_balls_trick_000_018.mp4,160,2.669333,0,0.896361,600.428467,523.695679,0.994041,561.075378,435.447540,0.994693
videos/identical_balls_trick_000_018.mp4,161,2.686017,0,0.914992,583.732971,527.063416,0.994804,564.809387,434.835663,0.995111
videos/identical_balls_trick_000_018.mp4,162,2.702700,0,0.907515,576.044006,527.965393,0.993441,567.593262,432.748993,0.995176
videos/identical_balls_trick_000_018.mp4,163,2.719383,0,0.913803,568.605286,527.999756,0.993491,570.471497,429.798615,0.994585
videos/identical_balls_trick_000_018.mp4,164,2.736067,0,0.920497,560.673828,530.125549,0.992018,571.395081,427.427948,0.993928
videos/identical_balls_trick_000_018.mp4,165,2.752750,0,0.917739,554.966553,532.816711,0.994097,572.030457,425.638336,0.992328
videos/identical_balls_trick_000_018.mp4,166,2.769433,0,0.918116,547.773621,535.316589,0.993651,573.335205,425.657318,0.992205
videos/identical_balls_trick_000_018.mp4,167,2.786117,0,0.924700,541.761169,538.202087,0.993056,574.645203,424.500854,0.992109
videos/identical_balls_trick_000_018.mp4,168,2.802800,0,0.926725,536.720642,538.448303,0.992737,574.179138,424.136383,0.992035
videos/identical_balls_trick_000_018.mp4,169,2.819483,0,0.929146,534.057617,537.216064,0.992416,574.295715,422.128510,0.991919
videos/identical_balls_trick_000_018.mp4,170,2.836167,0,0.935029,529.715027,533.880981,0.991674,571.483215,419.405365,0.991527
videos/identical_balls_trick_000_018.mp4,171,2.852850,0,0.931718,527.544189,528.696289,0.992038,568.536438,415.384857,0.991942
videos/identical_balls_trick_000_018.mp4,172,2.869533,0,0.931972,526.455627,520.557373,0.990429,563.908508,409.522308,0.993337
videos/identical_balls_trick_000_018.mp4,173,2.886217,0,0.931631,524.579590,508.745514,0.993014,558.303589,407.159668,0.992513
videos/identical_balls_trick_000_018.mp4,174,2.902900,0,0.932510,525.429504,496.573761,0.993606,552.805359,406.908295,0.989917
videos/identical_balls_trick_000_018.mp4,175,2.919583,0,0.924077,528.465637,485.030975,0.993132,545.888123,396.901855,0.992022
videos/identical_balls_trick_000_018.mp4,176,2.936267,0,0.922491,532.112000,468.719482,0.989905,532.103943,408.265533,0.981344
videos/identical_balls_trick_000_018.mp4,177,2.952950,0,0.919454,532.622864,454.012665,0.988815,514.048523,438.982666,0.970603
videos/identical_balls_trick_000_018.mp4,178,2.969633,0,0.913145,539.768494,442.042480,0.992011,507.293701,438.559479,0.989414
videos/identical_balls_trick_000_018.mp4,179,2.986317,0,0.929249,547.136841,426.802887,0.992065,501.228851,431.762207,0.993423
videos/identical_balls_trick_000_018.mp4,180,3.003000,0,0.928685,560.147034,418.330597,0.993782,500.495514,449.184723,0.994762
videos/identical_balls_trick_000_018.mp4,181,3.019683,0,0.915229,572.378174,413.997437,0.995346,506.086517,467.874512,0.994626
