video,frame,time_seconds,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,width,height,frame_local_instance_index,mask_area_px,mask_centroid_x,mask_centroid_y,mask_centroid_valid,polygon_points
identical_balls_trick_000_018.mp4,508,8.475133,32,sports ball,0.609312,628.770,631.472,666.115,672.610,647.442,652.041,37.346,41.138,0,1283,647.368,649.234,1,"635,630;634,631;633,632;632,633;631,634;630,635;629,636;629,637;629,638;629,639;629,640;629,641;629,642;629,643;629,644;629,645;629,646;629,647;629,648;630,649;631,650;632,651;632,652;632,653;633,654;633,655;633,656;633,657;633,658;633,659;633,660;633,661;632,662;632,663;632,664;632,665;633,666;634,666;635,667;636,667;637,667;638,667;639,667;640,667;641,667;642,667;643,667;644,668;644,669;645,670;646,670;647,670;648,670;649,670;650,670;651,670;652,670;653,670;654,670;655,670;656,669;657,668;658,667;636,630"
identical_balls_trick_000_018.mp4,508,8.475133,32,sports ball,0.546866,485.959,26.016,533.506,76.364,509.733,51.190,47.547,50.349,1,1981,509.640,53.502,1,"500,29;498,30;496,32;494,33;493,34;491,36;489,37;489,39;487,41;487,43;487,45;487,47;487,49;487,51;487,53;487,55;487,57;487,59;487,61;487,63;488,65;489,67;491,69;492,71;493,73;495,73;497,75;499,76;501,77;503,78;505,78;507,78;509,78;511,78;513,78;515,78;517,78;519,77;521,76;523,74;525,74;527,72;528,70;529,68;531,66;532,64;533,62;534,60;534,58;534,56;534,54;534,52;534,50;534,48;532,46;532,44;531,42;529,41;528,39;527,37;525,35;523,33;521,32;501,29"
identical_balls_trick_000_018.mp4,508,8.475133,32,sports ball,0.508136,700.552,525.672,745.273,570.417,722.913,548.045,44.721,44.745,2,1521,723.149,545.268,1,"711,525;709,527;707,528;706,530;705,532;705,534;705,536;705,538;704,540;704,542;703,544;701,546;701,548;701,550;701,552;701,554;701,556;701,558;701,560;703,560;705,559;707,559;709,558;711,556;713,558;715,559;716,561;716,563;716,565;717,567;718,568;720,568;722,568;724,568;726,568;726,566;728,564;730,563;732,563;734,563;736,563;738,563;740,562;742,560;743,558;744,556;744,554;744,552;744,550;744,548;744,546;744,544;744,542;744,540;743,538;743,536;742,534;740,532;738,530;736,528;734,527;732,525;730,525;712,525"
identical_balls_trick_000_018.mp4,509,8.491817,32,sports ball,0.647704,702.219,523.651,746.254,568.214,724.236,545.932,44.035,44.563,0,1504,724.733,543.235,1,"712,523;710,525;708,527;707,529;707,531;707,533;707,535;706,537;705,539;704,541;704,543;703,545;703,547;703,549;703,551;703,553;703,555;703,557;703,559;705,559;707,559;709,557;711,555;713,554;715,555;717,556;719,558;719,560;719,562;719,564;720,566;721,567;723,567;725,567;727,565;729,563;731,561;733,561;735,560;737,561;739,561;741,560;743,559;743,557;744,555;746,553;746,551;746,549;746,547;746,545;746,543;746,541;746,539;745,537;744,535;743,533;742,531;740,529;739,528;737,526;735,524;733,524;731,523;713,523"
identical_balls_trick_000_018.mp4,509,8.491817,32,sports ball,0.625485,624.774,627.794,662.640,668.953,643.707,648.373,37.866,41.159,1,1334,642.930,645.834,1,"632,626;631,627;630,627;629,628;628,629;627,630;626,630;625,630;625,631;625,632;625,633;625,634;625,635;625,636;625,637;625,638;625,639;625,640;625,641;625,642;625,643;625,644;626,645;627,646;627,647;627,648;628,649;628,650;628,651;628,652;628,653;628,654;628,655;628,656;628,657;628,658;627,659;627,660;627,661;627,662;626,663;625,663;626,664;627,665;628,665;629,665;630,665;631,665;632,665;633,665;634,665;635,665;636,664;637,663;638,664;639,665;640,665;641,666;642,666;643,666;644,666;645,666;646,666;633,626"
identical_balls_trick_000_018.mp4,509,8.491817,32,sports ball,0.606368,485.143,28.013,533.294,78.523,509.219,53.268,48.151,50.510,2,1981,508.429,55.572,1,"496,32;494,34;492,36;490,38;488,40;487,42;485,44;485,46;485,48;485,50;485,52;485,54;485,56;485,58;485,60;485,62;485,64;486,66;488,68;489,70;491,72;493,74;495,76;497,77;499,78;500,80;502,80;504,80;506,80;508,80;510,80;512,80;514,80;516,80;518,79;520,78;522,77;524,76;526,74;527,72;529,70;530,68;531,66;532,64;532,62;532,60;532,58;532,56;532,54;532,52;532,50;532,48;532,46;530,44;529,42;527,40;525,38;523,36;521,34;519,32;517,32;515,32;513,32;497,32"
identical_balls_trick_000_018.mp4,510,8.508500,32,sports ball,0.653539,702.224,523.624,746.245,568.218,724.234,545.921,44.022,44.595,0,1503,724.723,543.245,1,"712,523;710,525;708,527;707,529;707,531;707,533;707,535;706,537;705,539;704,541;704,543;703,545;703,547;703,549;703,551;703,553;703,555;703,557;703,559;705,559;707,559;709,557;711,555;713,554;715,555;717,556;719,558;719,560;719,562;719,564;720,566;721,567;723,567;725,567;727,565;729,563;731,561;733,561;735,560;737,561;739,561;741,560;743,559;743,557;744,555;746,553;746,551;746,549;746,547;746,545;746,543;746,541;746,539;745,537;744,535;743,533;742,531;740,529;738,527;736,525;734,524;732,523;730,523;713,523"
identical_balls_trick_000_018.mp4,510,8.508500,32,sports ball,0.644894,624.859,627.848,662.645,668.977,643.752,648.412,37.786,41.128,1,1332,642.954,645.832,1,"632,626;631,627;630,627;629,628;628,629;627,630;626,630;625,630;625,631;625,632;625,633;625,634;625,635;625,636;625,637;625,638;625,639;625,640;625,641;625,642;625,643;625,644;626,645;627,646;628,647;628,648;628,649;628,650;628,651;628,652;628,653;628,654;628,655;628,656;628,657;628,658;627,659;627,660;627,661;627,662;626,663;625,663;626,664;627,665;628,665;629,665;630,665;631,665;632,665;633,665;634,665;635,665;636,664;637,663;638,664;639,665;640,665;641,666;642,666;643,666;644,666;645,666;646,666;633,626"
identical_balls_trick_000_018.mp4,510,8.508500,32,sports ball,0.617262,485.132,28.016,533.275,78.508,509.204,53.262,48.143,50.492,2,1982,508.438,55.581,1,"496,32;494,34;492,36;490,38;488,40;487,42;485,44;485,46;485,48;485,50;485,52;485,54;485,56;485,58;485,60;485,62;485,64;486,66;488,68;489,70;491,72;493,74;495,76;497,77;499,78;500,80;502,80;504,80;506,80;508,80;510,80;512,80;514,80;516,80;518,79;520,78;522,77;524,76;526,74;528,72;529,70;530,68;531,66;532,64;532,62;532,60;532,58;532,56;532,54;532,52;532,50;532,48;532,46;530,44;529,42;527,40;525,38;523,36;521,34;519,32;517,32;515,32;513,32;497,32"
identical_balls_trick_000_018.mp4,511,8.525183,32,sports ball,0.510092,484.560,30.679,532.348,81.396,508.454,56.037,47.788,50.717,0,2014,508.091,58.056,1,"497,34;495,36;493,36;491,38;489,40;487,42;485,44;485,46;485,48;485,50;485,52;485,54;485,56;485,58;485,60;485,62;485,64;485,66;486,68;488,70;488,72;490,74;491,76;493,77;495,78;496,80;498,80;500,82;502,83;504,84;506,84;508,84;510,84;512,84;514,83;516,82;518,81;520,80;522,79;524,78;526,77;527,75;528,73;529,71;530,69;532,67;532,65;532,63;532,61;532,59;532,57;532,55;532,53;532,51;531,49;530,47;528,45;527,43;526,41;524,40;523,38;521,37;519,36;498,34"
identical_balls_trick_000_018.mp4,511,8.525183,32,sports ball,0.457656,703.804,521.210,747.726,566.561,725.765,543.886,43.922,45.351,1,1509,726.118,540.342,1,"714,520;712,522;710,523;709,524;708,526;708,528;708,530;708,532;708,534;707,536;706,538;704,540;704,542;704,544;704,546;704,548;704,550;704,552;704,554;705,555;707,555;709,554;711,552;713,551;715,551;717,551;719,552;719,554;719,556;720,558;720,560;720,562;721,564;723,564;725,564;727,564;728,563;730,561;732,559;734,558;736,558;738,558;740,558;742,558;744,556;745,554;747,552;747,550;747,548;747,546;747,544;747,542;747,540;747,538;747,536;746,534;746,532;745,530;743,528;741,526;739,524;737,522;735,520;715,520"
identical_balls_trick_000_018.mp4,511,8.525183,32,sports ball,0.370627,621.584,622.611,660.015,663.119,640.800,642.865,38.431,40.507,2,1336,640.195,640.792,1,"628,621;626,622;624,623;623,625;623,627;623,629;623,631;623,633;623,635;623,637;623,639;623,641;624,643;624,645;625,647;624,649;624,651;623,653;623,655;623,657;624,659;626,659;628,659;630,658;632,658;634,659;636,659;638,661;640,661;642,661;644,661;646,661;648,661;650,659;652,658;654,656;656,654;658,652;659,650;660,648;660,646;660,644;660,642;660,640;659,638;658,636;658,634;656,633;656,631;655,629;655,627;653,626;651,624;650,623;648,622;646,621;644,621;642,621;640,621;638,621;636,621;634,621;632,621;629,621"
identical_balls_trick_000_018.mp4,512,8.541867,32,sports ball,0.512959,484.556,30.680,532.316,81.501,508.436,56.090,47.759,50.822,0,2019,508.085,58.125,1,"497,34;495,36;493,36;491,38;489,40;487,42;485,44;485,46;485,48;485,50;485,52;485,54;485,56;485,58;485,60;485,62;485,64;485,66;486,68;488,70;488,72;490,74;491,76;493,77;495,78;496,80;498,80;500,82;502,84;504,84;506,84;508,84;510,84;512,84;514,84;515,83;517,82;519,81;521,80;523,78;525,77;526,76;527,74;528,72;530,70;531,68;532,66;532,64;532,62;532,60;532,58;532,56;532,54;532,52;532,50;531,48;529,46;528,44;527,42;525,41;523,39;522,37;520,36;498,34"
identical_balls_trick_000_018.mp4,512,8.541867,32,sports ball,0.457777,703.801,521.205,747.721,566.557,725.761,543.881,43.920,45.352,1,1509,726.118,540.342,1,"714,520;712,522;710,523;709,524;708,526;708,528;708,530;708,532;708,534;707,536;706,538;704,540;704,542;704,544;704,546;704,548;704,550;704,552;704,554;705,555;707,555;709,554;711,552;713,551;715,551;717,551;719,552;719,554;719,556;720,558;720,560;720,562;721,564;723,564;725,564;727,564;728,563;730,561;732,559;734,558;736,558;738,558;740,558;742,558;744,556;745,554;747,552;747,550;747,548;747,546;747,544;747,542;747,540;747,538;747,536;746,534;746,532;745,530;743,528;741,526;739,524;737,522;735,520;715,520"
identical_balls_trick_000_018.mp4,512,8.541867,32,sports ball,0.365968,621.537,622.619,660.010,663.118,640.774,642.868,38.473,40.499,2,1336,640.195,640.792,1,"628,621;626,622;624,623;623,625;623,627;623,629;623,631;623,633;623,635;623,637;623,639;623,641;624,643;624,645;625,647;624,649;624,651;623,653;623,655;623,657;624,659;626,659;628,659;630,658;632,658;634,659;636,659;638,661;640,661;642,661;644,661;646,661;648,661;650,659;652,658;654,656;656,654;658,652;659,650;660,648;660,646;660,644;660,642;660,640;659,638;658,636;658,634;656,633;656,631;655,629;655,627;653,626;651,624;650,623;648,622;646,621;644,621;642,621;640,621;638,621;636,621;634,621;632,621;629,621"
identical_balls_trick_000_018.mp4,513,8.558550,32,sports ball,0.586831,484.133,33.384,531.071,84.935,507.602,59.160,46.939,51.550,0,1987,507.537,60.915,1,"496,37;494,38;492,40;490,42;488,44;486,46;485,48;485,50;485,52;485,54;485,56;485,58;485,60;485,62;485,64;485,66;485,68;485,70;486,72;487,74;488,76;489,78;491,80;493,81;495,82;496,84;498,84;500,85;502,85;504,86;506,86;508,86;510,86;512,86;514,86;516,85;518,84;519,83;521,82;523,81;525,79;527,77;528,75;528,73;530,71;530,69;531,67;531,65;531,63;531,61;531,59;531,57;531,55;531,53;530,51;530,49;528,48;527,46;526,44;524,42;522,41;520,40;519,38;497,37"
identical_balls_trick_000_018.mp4,513,8.558550,32,sports ball,0.575874,618.334,616.532,657.418,656.725,637.876,636.629,39.084,40.193,1,1345,637.081,634.414,1,"625,615;624,616;623,617;622,617;621,617;620,618;619,619;619,620;619,621;619,622;619,623;619,624;619,625;619,626;619,627;619,628;619,629;619,630;619,631;619,632;620,633;620,634;620,635;620,636;620,637;621,638;620,639;620,640;620,641;620,642;620,643;620,644;620,645;619,646;619,647;619,648;619,649;619,650;620,651;621,652;622,653;623,653;624,652;625,651;626,651;627,651;628,651;629,651;630,651;631,651;632,651;633,651;634,652;635,653;636,654;637,654;638,654;639,654;640,654;641,654;642,654;643,654;644,654;626,615"
identical_balls_trick_000_018.mp4,513,8.558550,32,sports ball,0.459211,704.896,517.321,748.364,563.390,726.630,540.355,43.467,46.069,2,1528,726.870,536.955,1,"716,516;714,518;712,519;710,521;709,523;709,525;708,527;708,529;708,531;707,533;707,535;705,536;705,538;705,540;705,542;705,544;705,546;705,548;705,550;705,552;706,553;708,552;710,551;711,549;713,548;715,547;717,547;719,548;719,550;721,552;721,554;721,556;721,558;721,560;722,561;724,561;726,561;728,561;730,560;731,558;732,556;734,555;736,555;738,555;740,555;742,554;744,554;746,552;746,550;748,548;748,546;748,544;748,542;748,540;748,538;748,536;747,534;747,532;746,530;746,528;745,526;744,524;742,522;717,516"
identical_balls_trick_000_018.mp4,514,8.575233,32,sports ball,0.567685,618.305,616.548,657.428,656.795,637.866,636.671,39.122,40.247,0,1350,637.025,634.481,1,"625,615;624,616;623,617;622,617;621,617;620,618;619,619;619,620;619,621;619,622;619,623;619,624;619,625;619,626;619,627;619,628;619,629;619,630;619,631;619,632;620,633;620,634;620,635;620,636;620,637;621,638;620,639;620,640;620,641;620,642;620,643;620,644;620,645;619,646;619,647;619,648;619,649;619,650;620,651;620,652;620,653;621,653;622,653;623,653;624,653;625,652;626,651;627,651;628,651;629,651;630,651;631,651;632,651;633,651;634,652;635,653;636,654;637,654;638,654;639,654;640,654;641,654;642,654;626,615"
identical_balls_trick_000_018.mp4,514,8.575233,32,sports ball,0.550676,484.089,33.389,530.994,84.889,507.541,59.139,46.905,51.500,1,1971,507.448,60.960,1,"496,37;494,38;492,40;490,42;488,44;486,46;485,48;485,50;485,52;485,54;485,56;485,58;485,60;485,62;485,64;485,66;485,68;485,70;486,72;487,74;488,76;489,78;491,80;493,81;495,82;497,83;499,85;501,85;503,86;505,86;507,86;509,86;511,86;513,86;515,85;517,84;519,84;520,82;522,82;524,80;526,78;527,76;528,74;529,72;530,70;531,68;531,66;531,64;531,62;531,60;531,58;531,56;531,54;530,52;528,50;528,48;527,46;526,44;524,42;522,41;520,40;518,39;516,37;497,37"
identical_balls_trick_000_018.mp4,514,8.575233,32,sports ball,0.442302,704.857,517.318,748.383,563.407,726.620,540.363,43.526,46.089,2,1527,726.862,536.967,1,"716,516;714,518;712,519;710,521;709,523;709,525;708,527;708,529;708,531;707,533;707,535;705,536;705,538;705,540;705,542;705,544;705,546;705,548;705,550;705,552;706,553;708,552;710,551;711,549;713,548;715,547;717,547;719,548;719,550;721,552;721,554;721,556;721,558;721,560;722,561;724,561;726,561;728,561;730,560;731,558;732,556;734,555;736,555;738,555;740,555;742,554;744,554;746,552;746,550;748,548;748,546;748,544;748,542;748,540;748,538;748,536;747,534;747,532;746,530;746,528;745,526;744,524;742,522;717,516"
identical_balls_trick_000_018.mp4,515,8.591917,32,sports ball,0.742271,483.563,37.068,530.726,87.779,507.144,62.424,47.163,50.711,0,1987,506.922,64.299,1,"496,40;494,42;492,44;490,45;488,46;488,48;486,50;484,52;484,54;484,56;484,58;484,60;484,62;484,64;484,66;484,68;484,70;484,72;484,74;485,76;486,77;487,79;489,81;491,82;492,84;494,85;496,86;498,88;500,89;502,89;504,89;506,89;508,89;510,89;512,89;514,89;516,88;518,87;520,86;522,85;523,83;525,81;527,80;527,78;528,76;530,74;531,72;531,70;531,68;531,66;531,64;531,62;531,60;531,58;530,56;528,54;527,52;527,50;525,49;523,47;522,45;520,44;519,42;497,40"
identical_balls_trick_000_018.mp4,515,8.591917,32,sports ball,0.628256,615.841,608.960,655.108,649.543,635.474,629.251,39.267,40.584,1,1378,634.441,627.467,1,"622,608;621,609;620,609;619,610;618,611;617,612;616,613;616,614;616,615;616,616;616,617;616,618;616,619;616,620;616,621;616,622;616,623;616,624;616,625;616,626;617,627;617,628;617,629;617,630;617,631;617,632;617,633;617,634;616,635;616,636;616,637;616,638;616,639;616,640;616,641;616,642;616,643;617,644;618,644;619,645;620,645;621,645;622,644;623,644;624,644;625,644;626,644;627,644;628,644;629,644;630,645;631,645;632,646;633,646;634,646;635,646;636,647;637,648;638,648;639,648;640,648;641,648;642,648;623,608"
identical_balls_trick_000_018.mp4,515,8.591917,32,sports ball,0.293509,704.212,514.416,749.150,560.344,726.681,537.380,44.938,45.928,2,1506,727.231,533.999,1,"714,514;712,516;710,518;709,520;709,522;709,524;708,526;708,528;708,530;707,532;705,534;705,536;705,538;705,540;705,542;705,544;705,546;705,548;706,550;708,548;710,547;712,546;714,544;716,543;718,543;720,545;721,547;721,549;721,551;721,553;721,555;721,557;723,559;725,559;727,559;729,558;731,556;731,554;732,552;734,551;736,551;738,551;740,551;742,551;744,550;746,549;747,547;748,545;748,543;748,541;748,539;748,537;748,535;748,533;748,531;748,529;747,527;747,525;746,523;745,521;743,519;741,518;739,516;715,514"
identical_balls_trick_000_018.mp4,516,8.608600,32,sports ball,0.723559,483.536,37.102,530.878,87.838,507.207,62.470,47.342,50.736,0,1999,506.944,64.436,1,"496,40;494,42;492,44;490,45;488,46;488,48;486,50;484,52;484,54;484,56;484,58;484,60;484,62;484,64;484,66;484,68;484,70;484,72;484,74;485,76;486,77;487,79;489,81;491,82;492,84;494,85;496,87;497,89;499,89;501,89;503,89;505,89;507,89;509,89;511,89;513,89;515,89;517,88;519,88;520,86;522,85;524,84;524,82;526,81;527,79;528,77;529,75;530,73;531,71;531,69;531,67;531,65;531,63;531,61;531,59;530,57;529,55;528,53;527,51;526,49;524,48;523,46;521,45;497,40"
identical_balls_trick_000_018.mp4,516,8.608600,32,sports ball,0.633429,615.846,608.958,655.148,649.551,635.497,629.255,39.302,40.593,1,1376,634.411,627.472,1,"622,608;621,609;620,609;619,610;618,611;617,612;616,613;616,614;616,615;616,616;616,617;616,618;616,619;616,620;616,621;616,622;616,623;616,624;616,625;616,626;617,627;617,628;617,629;617,630;617,631;617,632;617,633;617,634;616,635;616,636;616,637;616,638;616,639;616,640;616,641;616,642;616,643;617,644;618,644;619,645;620,645;621,645;622,644;623,644;624,644;625,644;626,644;627,644;628,644;629,644;630,645;631,645;632,646;633,646;634,646;635,646;636,647;637,648;638,648;639,648;640,648;641,648;642,648;623,608"
identical_balls_trick_000_018.mp4,516,8.608600,32,sports ball,0.319364,704.253,514.441,749.127,560.366,726.690,537.404,44.873,45.924,2,1505,727.223,533.988,1,"714,514;712,516;710,518;709,520;709,522;709,524;708,526;708,528;708,530;707,532;705,534;705,536;705,538;705,540;705,542;705,544;705,546;705,548;706,550;708,548;710,547;712,546;714,544;716,543;718,543;720,545;721,547;721,549;721,551;721,553;721,555;721,557;723,559;725,559;727,559;729,558;731,556;731,554;732,552;734,551;736,551;738,551;740,550;742,551;744,550;746,549;747,547;748,545;748,543;748,541;748,539;748,537;748,535;748,533;748,531;748,529;747,527;747,525;746,523;745,521;743,519;741,518;739,516;715,514"
identical_balls_trick_000_018.mp4,517,8.625283,32,sports ball,0.775761,482.817,41.099,530.062,91.839,506.439,66.469,47.246,50.740,0,1969,506.353,68.250,1,"496,44;494,45;492,46;491,48;489,49;488,51;486,53;484,54;484,56;484,58;484,60;484,62;484,64;484,66;484,68;484,70;484,72;484,74;484,76;484,78;484,80;486,81;488,83;488,85;490,87;492,89;494,89;496,90;498,92;500,93;502,93;504,93;506,93;508,93;510,93;512,93;514,93;516,92;518,91;520,89;522,89;523,87;524,85;526,83;527,81;528,79;528,77;530,75;530,73;530,71;530,69;530,67;530,65;530,63;530,61;528,59;527,57;526,55;526,53;524,52;523,50;521,49;519,48;497,44"
identical_balls_trick_000_018.mp4,517,8.625283,32,sports ball,0.518040,612.691,600.276,652.882,640.272,632.787,620.274,40.191,39.996,1,1363,631.824,618.609,1,"618,600;616,601;614,603;613,605;613,607;613,609;613,611;613,613;614,615;615,617;615,619;615,621;615,623;613,625;613,627;613,629;613,631;613,633;613,635;615,636;617,636;619,636;620,634;622,634;624,634;626,635;628,636;629,638;631,638;633,638;635,638;637,638;639,638;641,637;643,637;645,635;647,633;649,632;651,630;652,628;652,626;652,624;652,622;652,620;652,618;652,616;651,614;651,612;650,610;649,608;648,606;646,604;644,602;642,601;640,600;638,600;636,600;634,600;632,600;630,600;628,600;626,600;624,600;619,600"
identical_balls_trick_000_018.mp4,517,8.625283,32,sports ball,0.363867,704.812,509.818,749.493,556.243,727.153,533.030,44.681,46.424,2,1542,727.621,530.069,1,"714,510;712,512;710,514;709,516;709,518;709,520;709,522;708,524;708,526;707,528;705,530;705,532;705,534;705,536;705,538;705,540;705,542;705,544;706,546;707,545;709,544;711,543;713,541;715,539;717,539;719,540;720,542;721,544;721,546;721,548;721,550;721,552;723,554;724,555;726,555;728,555;730,554;731,552;732,550;732,548;734,547;736,547;738,547;740,547;742,547;744,546;746,545;747,543;748,541;749,539;750,538;750,536;750,534;750,532;750,530;750,528;748,527;748,525;747,523;747,521;746,519;745,517;743,515;715,510"
identical_balls_trick_000_018.mp4,518,8.641967,32,sports ball,0.784683,482.822,41.117,529.981,91.867,506.401,66.492,47.159,50.750,0,1980,506.420,68.340,1,"496,44;494,45;492,46;491,48;489,49;488,51;486,53;484,54;484,56;484,58;484,60;484,62;484,64;484,66;484,68;484,70;484,72;484,74;484,76;484,78;484,80;486,81;488,83;488,85;490,87;492,89;494,89;496,91;497,92;499,93;501,93;503,93;505,93;507,93;509,93;511,93;513,93;515,93;517,92;519,90;521,89;523,88;524,86;526,85;526,83;528,81;528,79;529,77;530,76;530,74;530,72;530,70;530,68;530,66;530,64;530,62;529,60;528,58;527,56;526,54;525,53;523,51;522,49;497,44"
identical_balls_trick_000_018.mp4,518,8.641967,32,sports ball,0.560132,612.781,600.309,652.901,640.259,632.841,620.284,40.120,39.950,1,1361,631.827,618.580,1,"618,600;616,601;614,603;613,605;613,607;613,609;613,611;613,613;614,615;615,617;615,619;615,621;615,623;613,625;613,627;613,629;613,631;613,633;613,635;615,636;617,636;619,636;620,634;622,634;624,634;626,635;628,636;630,637;632,638;634,638;636,638;638,638;640,637;642,637;644,636;646,634;648,632;650,631;651,629;652,627;652,625;652,623;652,621;652,619;652,617;652,615;651,613;650,611;650,609;648,607;647,605;645,603;643,602;641,600;639,600;637,600;635,600;633,600;631,600;629,600;627,600;625,600;623,600;619,600"
identical_balls_trick_000_018.mp4,518,8.641967,32,sports ball,0.403660,704.818,509.809,749.480,556.276,727.149,533.043,44.662,46.467,2,1539,727.578,530.072,1,"714,510;712,512;710,514;709,516;709,518;709,520;709,522;708,524;708,526;707,528;705,530;705,532;705,534;705,536;705,538;705,540;705,542;705,544;706,546;707,545;709,544;711,543;713,541;715,539;717,539;719,540;720,542;721,544;721,546;721,548;721,550;721,552;723,554;724,555;726,555;728,555;730,554;731,552;732,550;732,548;734,547;736,547;738,547;740,547;742,547;744,546;746,545;747,543;748,541;749,539;750,538;750,536;750,534;750,532;750,530;748,528;748,526;748,524;747,522;747,520;746,518;744,516;742,514;715,510"
identical_balls_trick_000_018.mp4,519,8.658650,32,sports ball,0.730771,610.099,591.524,650.424,629.997,630.261,610.760,40.325,38.473,0,1338,629.526,608.672,1,"616,590;615,592;613,592;612,594;611,596;611,598;611,600;611,602;611,604;612,606;612,608;612,610;612,612;611,614;611,616;611,618;611,620;611,622;611,624;612,625;614,625;616,625;618,624;620,624;622,624;624,625;626,626;628,627;629,628;631,628;633,628;635,628;637,628;639,628;640,626;642,626;644,624;646,622;648,620;650,618;650,616;650,614;650,612;650,610;650,608;649,606;648,604;647,602;647,600;646,598;645,597;644,595;642,593;640,592;639,590;637,590;635,590;633,590;631,590;629,590;627,590;625,590;623,590;617,590"
identical_balls_trick_000_018.mp4,519,8.658650,32,sports ball,0.675453,481.810,45.601,529.632,96.544,505.721,71.073,47.822,50.942,1,1991,505.702,72.965,1,"493,49;492,51;490,52;488,53;487,55;486,57;484,58;483,60;483,62;483,64;483,66;483,68;483,70;483,72;483,74;483,76;483,78;483,80;483,82;484,84;485,86;487,88;488,90;490,92;492,93;494,95;496,96;498,97;500,98;502,98;504,98;506,98;508,98;510,98;512,97;514,97;516,96;518,95;520,93;522,93;523,91;525,89;526,88;527,86;528,84;528,82;529,80;530,78;530,76;530,74;530,72;530,70;530,68;528,66;528,64;527,62;526,60;525,58;523,56;521,54;519,53;517,51;515,50;494,49"
identical_balls_trick_000_018.mp4,519,8.658650,32,sports ball,0.495733,704.614,505.211,749.333,551.410,726.973,528.311,44.720,46.199,2,1520,727.068,524.791,1,"716,504;714,506;712,507;711,509;709,511;709,513;709,515;708,517;708,519;707,521;707,523;705,525;705,527;705,529;705,531;705,533;705,535;705,537;705,539;706,540;708,540;710,539;711,538;712,536;714,535;716,534;718,534;720,536;721,538;721,540;721,542;721,544;721,546;721,548;723,550;725,550;727,550;729,550;731,548;731,546;732,544;733,542;735,542;737,542;739,542;741,542;743,540;745,540;747,539;747,537;748,535;748,533;748,531;748,529;748,527;748,525;748,523;748,521;747,519;747,517;746,515;745,513;743,511;717,504"
identical_balls_trick_000_018.mp4,520,8.675333,32,sports ball,0.752035,610.107,591.535,650.415,629.994,630.261,610.764,40.308,38.459,0,1338,629.526,608.672,1,"616,590;615,592;613,592;612,594;611,596;611,598;611,600;611,602;611,604;612,606;612,608;612,610;612,612;611,614;611,616;611,618;611,620;611,622;611,624;612,625;614,625;616,625;618,624;620,624;622,624;624,625;626,626;628,627;629,628;631,628;633,628;635,628;637,628;639,628;640,626;642,626;644,624;646,622;648,620;650,618;650,616;650,614;650,612;650,610;650,608;649,606;648,604;647,602;647,600;646,598;645,597;644,595;642,593;640,592;639,590;637,590;635,590;633,590;631,590;629,590;627,590;625,590;623,590;617,590"
identical_balls_trick_000_018.mp4,520,8.675333,32,sports ball,0.703818,481.960,45.667,529.706,96.350,505.833,71.009,47.746,50.684,1,1990,505.762,73.015,1,"495,49;493,50;492,51;490,53;488,53;487,55;486,57;484,58;483,60;483,62;483,64;483,66;483,68;483,70;483,72;483,74;483,76;483,78;483,80;483,82;484,84;485,86;487,88;488,90;490,92;492,93;494,95;496,96;498,97;500,98;502,98;504,98;506,98;508,98;510,98;512,97;514,97;516,96;518,95;520,94;522,93;523,91;525,89;526,88;527,86;528,84;528,82;529,80;530,78;530,76;530,74;530,72;530,70;530,68;529,66;528,64;527,62;526,60;525,58;523,56;521,54;519,53;517,51;496,49"
identical_balls_trick_000_018.mp4,520,8.675333,32,sports ball,0.541737,704.619,505.216,749.313,551.399,726.966,528.308,44.694,46.183,2,1523,727.099,524.825,1,"716,504;714,506;712,507;711,509;709,511;709,513;709,515;708,517;708,519;707,521;707,523;705,525;705,527;705,529;705,531;705,533;705,535;705,537;705,539;706,540;708,540;710,539;711,538;712,536;714,535;716,534;718,534;720,536;721,538;721,540;721,542;721,544;721,546;721,548;723,550;725,550;727,550;729,550;731,548;731,546;732,544;733,542;735,542;737,542;739,542;741,542;743,542;744,540;746,540;747,538;748,536;748,534;748,532;748,530;748,528;748,526;748,524;748,522;747,520;747,518;747,516;746,514;744,512;717,504"
identical_balls_trick_000_018.mp4,521,8.692017,32,sports ball,0.607490,481.170,50.908,528.124,101.542,504.647,76.225,46.954,50.633,0,2003,504.500,78.158,1,"494,54;492,56;490,57;488,58;486,60;484,62;484,64;482,66;481,68;481,70;481,72;481,74;481,76;481,78;481,80;481,82;481,84;481,86;482,88;484,90;484,92;486,93;488,95;489,97;491,98;493,100;495,101;497,102;499,102;501,104;503,104;505,104;507,104;509,104;511,103;513,101;515,101;517,100;519,99;521,97;523,96;524,94;526,93;526,91;527,89;527,87;528,85;528,83;528,81;528,79;528,77;528,75;528,73;528,71;527,69;526,67;526,65;524,63;523,61;521,60;519,58;517,57;515,56;495,54"
